,date,real_index,fin_index,decoupling
182,2019-02-01,-0.8553566924664594,-0.1287257428523182,0.7266309496141412
183,2019-03-01,-0.3227415194897056,-0.2666166024367784,0.05612491705292716
184,2019-04-01,-0.3545209248615544,-0.3166207730563112,0.0379001518052432
185,2019-05-01,-0.1448854811482798,-0.3967920803159443,-0.25190659916766456
186,2019-06-01,-0.4612236509403659,-0.1383389951577304,0.3228846557826355
187,2019-07-01,-0.4278667381884825,-0.2655547720874879,0.16231196610099458
188,2019-08-01,-0.1665154448302067,-0.3678249288578292,-0.2013094840276225
189,2019-09-01,-0.1921528490852372,-0.3012288319938701,-0.10907598290863293
190,2019-11-01,0.0047772968688373,-0.0911254340520022,-0.0959027309208395
191,2019-12-01,0.3066392629506271,0.0322406380699818,-0.2743986248806453
192,2020-01-01,-0.0248955914998811,-0.218297562759461,-0.1934019712595799
193,2020-01-01,-0.2262709051376192,-0.218297562759461,0.007973342378158194
194,2020-02-01,-0.1778986901855921,-0.2711815195475061,-0.09328282936191398
195,2020-03-01,-1.37588674874,-0.4631850161527262,0.9127017325872737
196,2020-04-01,-1.4055706511093584,-0.4411644831151293,0.9644061679942291
197,2020-05-01,-1.3014275818196035,-0.3590759998866483,0.9423515819329552
198,2020-06-01,-0.4057820099894392,-0.3946902729928529,0.011091736996586277
199,2020-07-01,-0.8022955282286688,-0.1745956667966276,0.6276998614320412
200,2020-08-01,-0.8379111393674519,-0.0212950343615637,0.8166161050058882
201,2020-09-01,-0.1999200772660474,-0.0322509120533563,0.1676691652126911
202,2020-11-01,-0.7195136152221688,0.1994159960008798,0.9189296112230486
203,2020-12-01,-1.1175897491838034,0.276252603288489,1.3938423524722925
204,2021-01-01,-0.939568659951732,0.4029908474978331,1.342559507449565
205,2021-01-01,-0.5121648528388693,0.4029908474978331,0.9151557003367023
206,2021-02-01,0.2556836371546522,0.5320954729661088,0.2764118358114566
207,2021-03-01,1.143873211116204,0.7725156557991096,-0.37135755531709436
208,2021-04-01,1.1211005970840564,0.7418306734673547,-0.37926992361670175
209,2021-05-01,0.8550344909931594,0.822640514940374,-0.03239397605278538
210,2021-06-01,0.5222517090080872,0.7282049386018364,0.2059532295937493
211,2021-07-01,0.6376873467586587,0.6071188150395256,-0.030568531719133096
212,2021-08-01,0.4456554504055304,0.5507959078924466,0.1051404574869162
213,2021-09-01,0.3278576439842608,0.3737926770780018,0.04593503309374097
214,2021-11-01,0.6476934467728679,-0.0231132604264758,-0.6708067071993437
215,2021-12-01,1.0624173031861703,-0.1967749794805825,-1.2591922826667528
216,2022-01-01,1.054188048429317,-0.3048884701962169,-1.3590765186255338
217,2022-01-01,0.7012333251699742,-0.3048884701962169,-1.006121795366191
218,2022-02-01,0.1004407928719822,-0.2823866424713306,-0.3828274353433128
219,2022-03-01,0.3662874305586783,-0.3302727651511787,-0.696560195709857
220,2022-04-01,0.4749404955377156,-0.5452937887966494,-1.020234284334365
221,2022-05-01,0.6471476017817112,-0.575382004372085,-1.2225296061537962
222,2022-06-01,0.3732946854910584,-0.8160650066344938,-1.189359692125552
223,2022-07-01,0.4241969764270153,-0.7579944413226639,-1.1821914177496793
224,2022-08-01,0.6447525192582422,-0.8508376088697416,-1.4955901281279838
225,2022-09-01,0.230445244840011,-1.1150428724034314,-1.3454881172434423
226,2022-11-01,-0.1589334939235964,-0.8068823407742586,-0.6479488468506622
227,2022-12-01,-0.4029261783448764,-0.9045321519197568,-0.5016059735748803
228,2023-01-01,-0.7023912352601597,-0.40140201875223,0.30098921650792965
229,2023-01-01,-0.701991137522362,-0.40140201875223,0.30058911877013195
230,2023-02-01,0.1750205680940602,-0.4658143498704482,-0.6408349179645083
231,2023-03-01,-0.0870888716125531,-0.3552518154646596,-0.2681629438521065
232,2023-04-01,-0.5477380868670197,-0.3054104103456189,0.24232767652140086
233,2023-05-01,-0.421728993420694,-0.2774132237536925,0.1443157696670015
234,2023-06-01,-0.2378199916011426,4.769173112933548e-05,0.23786768333227193
235,2023-07-01,-0.6738491753410828,0.096770474762941,0.7706196501040238
236,2023-08-01,-0.5392453226336578,0.0411059949395091,0.5803513175731668
237,2023-09-01,-0.2391930793309266,0.3142593752059358,0.5534524545368624
238,2023-11-01,-0.0576523769058565,-0.0147832970077056,0.0428690798981509
239,2023-12-01,-0.2045480333280509,0.1080151651185204,0.3125631984465713
240,2024-01-01,0.066147507401021,-0.2206561113032584,-0.2868036187042794
241,2024-01-01,0.0731242813471529,-0.2206561113032584,-0.29378039265041134
242,2024-02-01,-0.0076481434521872,0.0746555372979816,0.0823036807501688
243,2024-03-01,-0.6108267802673389,0.0556157707483815,0.6664425510157205
244,2024-04-01,-0.2283482105819513,0.0437994148825329,0.2721476254644842
245,2024-05-01,-0.5537336229788604,-0.0093190830897329,0.5444145398891275
246,2024-06-01,-0.6068744565319212,0.0548439458763507,0.6617184024082718
247,2024-07-01,-0.3697597317894645,-0.0524464066458129,0.31731332514365157
248,2024-08-01,-0.4445828710862087,0.1053556519691538,0.5499385230553625
249,2024-09-01,-0.6502009259808587,0.1811639143483122,0.8313648403291709
250,2024-11-01,-0.7726651421655167,-0.1992110518163498,0.573454090349167
251,2024-12-01,-0.396626623521426,-0.491531493319066,-0.09490486979763996
252,2025-01-01,-0.6653704724770819,-0.2409074267438823,0.4244630457331996
253,2025-01-01,-0.6555271946165083,-0.2409074267438823,0.414619767872626
254,2025-02-01,-0.6225315872835872,-0.2810950685639731,0.34143651871961406
255,2025-03-01,-0.2822463368122919,-0.3406614209871896,-0.05841508417489771
256,2025-04-01,-0.5351797540705729,-0.1015457407038699,0.43363401336670304
257,2025-05-01,-0.5949125091299402,0.0687854781320586,0.6636979872619988
258,2025-06-01,-0.3526227537931745,0.2297540872406804,0.5823768410338549
259,2025-07-01,-0.0866861031486554,0.213370445764047,0.3000565489127024
260,2025-08-01,-0.4425046275880914,0.1713861056886592,0.6138907332767506
261,2025-09-01,-0.0116271769460598,0.2258456731241445,0.2374728500702043
262,2025-11-01,-0.2842266530859609,0.5050866396024547,0.7893132926884157
