날짜,종가,시가,고가,저가,거래량,변동 %,log_price,12m_log_return,z_score
2011-10-01,1111.85,"1,180.00","1,208.25","1,100.00",,-5.85%,7.013780573625441,-0.01131319777392914,0.22027915386528904
2011-11-01,1140.05,"1,111.85","1,164.95","1,109.95",,2.54%,7.038827400075857,-0.014758327117819547,0.2550026074923769
2011-12-01,1158.5,"1,140.05","1,180.00","1,122.60",,1.62%,7.054881343872431,0.03335105063144894,-0.22989174060148596
2012-01-01,1125.45,"1,158.50","1,166.70","1,120.05",,-2.85%,7.025938234659847,0.0055241375387717895,0.050575675831548844
2012-02-01,1118.8,"1,125.45","1,135.00","1,114.50",,-0.59%,7.020011961327804,-0.005215193794503747,0.158817380659914
2012-03-01,1131.4,"1,118.80","1,142.10","1,111.65",,1.13%,7.0312110829090555,0.0322449238735345,-0.21874309062344183
2012-04-01,1129.55,"1,135.82","1,147.40","1,121.45",,-0.16%,7.0295746023032315,0.05603158278309106,-0.45848879104368634
2012-05-01,1179.87,"1,128.80","1,186.38","1,125.28",,4.45%,7.073159541899081,0.09029679043013861,-0.8038477688901333
2012-06-01,1140.72,"1,180.47","1,184.04","1,140.51",,-3.32%,7.039414920973864,0.06746492994973075,-0.5737254804432466
2012-07-01,1130.27,"1,141.30","1,157.20","1,129.85",,-0.92%,7.030211821218333,0.06986409211702505,-0.597906632424563
2012-08-01,1133.19,"1,130.67","1,138.10","1,123.90",,0.26%,7.032791943349829,0.06215576632849107,-0.5202144280562967
2012-09-01,1113.07,"1,133.79","1,136.86","1,110.47",,-1.78%,7.014877242379619,-0.05915489622761694,0.7024755627298133
2012-10-01,1089.92,"1,113.27","1,117.53","1,089.55",,-2.08%,6.993859578034269,-0.019920995591172108,0.30703713549765943
2012-11-01,1081.5,"1,090.32","1,093.47","1,080.20",,-0.77%,6.986104245393113,-0.052723154682744244,0.6376500490895609
2012-12-01,1063.24,"1,082.50","1,084.75","1,063.18",,-1.69%,6.969076128963721,-0.08580521490871007,0.971084085806353
2013-01-01,1087.31,"1,066.25","1,093.90","1,054.47",,2.26%,6.991462035055129,-0.03447619960471826,0.45373901549919304
2013-02-01,1083.9,"1,088.26","1,098.47","1,076.18",,-0.31%,6.988320926821705,-0.03169103450609967,0.4256673405366339
2013-03-01,1111.05,"1,084.35","1,120.10","1,082.13",,2.50%,7.013060793127408,-0.0181502897816479,0.2891901942287441
2013-04-01,1101.16,"1,111.35","1,145.10","1,100.25",,-0.89%,7.004119448598549,-0.025455153704682765,0.36281590704371036
2013-05-01,1130.51,"1,101.61","1,133.95","1,082.45",,2.67%,7.030424137322423,-0.04273540457665792,0.5369835303527065
2013-06-01,1141.45,"1,131.26","1,163.59","1,107.20",,0.97%,7.0400546629956215,0.0006397420217574279,0.09980549111618485
2013-07-01,1123.25,"1,142.40","1,152.82","1,108.47",,-1.59%,7.023981547950269,-0.006230273268063691,0.1690483651918807
2013-08-01,1109.42,"1,123.70","1,127.72","1,107.50",,-1.23%,7.01159263522139,-0.02119930812843851,0.31992124569439606
2013-09-01,1073.58,"1,110.02","1,110.02","1,070.25",,-3.23%,6.978754137131825,-0.0361231052477935,0.47033817507122083
2013-10-01,1060.83,"1,074.53","1,077.00","1,054.28",,-1.19%,6.9668068995746975,-0.02705267845957149,0.37891735671580373
2013-11-01,1057.76,"1,061.28","1,074.40","1,054.70",,-0.29%,6.963908743585268,-0.02219550180784502,0.3299618803346641
2013-12-01,1049.5,"1,058.21","1,064.45","1,046.09",,-0.78%,6.956069139260688,-0.013006989703033156,0.23735088024574563
2014-01-01,1080.36,"1,051.50","1,087.70","1,048.35",,2.94%,6.985049597908386,-0.006412437146742889,0.17088439465912408
2014-02-01,1066.01,"1,080.55","1,089.85","1,058.20",,-1.33%,6.971677985544829,-0.016642941276875156,0.2739976308499099
2014-03-01,1064.65,"1,073.40","1,083.10","1,060.05",,-0.13%,6.970401385632408,-0.04265940749499997,0.5362175558776339
2014-04-01,1032.75,"1,061.80","1,062.50","1,030.08",,-3.00%,6.939980426276874,-0.06413902232167512,0.7527105623548646
2014-05-01,1020.3,"1,031.10","1,032.65","1,018.35",,-1.21%,6.927851980681259,-0.10257215664116348,1.140078067047555
2014-06-01,1011.5,"1,020.90","1,026.25","1,010.80",,-0.86%,6.9191896566078,-0.12086500638782116,1.324451672936054
2014-07-01,1027.75,"1,011.75","1,036.50","1,008.25",,1.61%,6.935127225777988,-0.08885432217228129,1.0018160334641069
2014-08-01,1013.85,"1,032.45","1,041.40","1,012.90",,-1.35%,6.921510244214473,-0.09008239100691728,1.0141937374553887
2014-09-01,1054.55,"1,014.15","1,057.55","1,012.15",,4.01%,6.960869414631624,-0.017884722500201455,0.2865135419867809
2014-10-01,1072.6,"1,057.55","1,076.35","1,044.29",,1.71%,6.977840886548825,0.011033986974127608,-0.004958088582870782
2014-11-01,1112.45,"1,078.62","1,117.96","1,071.80",,3.72%,7.014320069210167,0.05041132562489903,-0.4018422273519988
2014-12-01,1092.9,"1,113.29","1,122.42","1,078.70",,-1.76%,6.996589992682628,0.04052085342194012,-0.3021561724587373
2015-01-01,1101.4,"1,093.90","1,112.12","1,073.31",,0.78%,7.004337376828381,0.019287778919995446,-0.08814804555450956
2015-02-01,1100.53,"1,101.15","1,116.15","1,083.66",,-0.08%,7.003547160931171,0.031869175386341375,-0.2149559221696254
2015-03-01,1107.99,"1,102.05","1,139.11","1,094.29",,0.68%,7.010302841995743,0.039901456363335086,-0.29591327040939397
2015-04-01,1076.34,"1,108.99","1,109.50","1,063.30",,-2.86%,6.981321675939054,0.04134124966218078,-0.3104249449663219
