,date,통계표,계정항목,금융기관 유형코드,단위,변환,value,log_yoy,credit_log_yoy_z
134,2014-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,716743.0,0.11309448651870468,0.2182861175214973
135,2014-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,708667.0,0.05937005927636463,-0.6213988174777089
136,2014-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,749543.0,0.06463751969123344,-0.5390711430267796
137,2014-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,748524.0,0.1069524681677283,0.122289556096287
138,2014-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,791448.0,0.07352304237622498,-0.4001950317091875
139,2014-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,771611.0,0.0645085410225068,-0.5410870127274928
140,2014-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,751457.0,0.09124715424390217,-0.12317635537418516
141,2014-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,782845.0,0.08676881804147918,-0.1931704276436535
142,2014-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,741696.0,0.08189862515185986,-0.2692890167075631
143,2014-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,790101.0,0.09622757185430686,-0.04533501108962937
144,2015-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,740954.0,0.09311474928528796,-0.09398681345767358
145,2015-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,672067.0,0.06504623828524103,-0.5326830833738744
146,2015-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,787953.0,0.09472110499946851,-0.06888030674029179
147,2015-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,789103.0,0.10751111671872238,0.13102094321955773
148,2015-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,831908.0,0.10425817030603213,0.080179077846574
149,2015-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,816240.0,0.08660516189315359,-0.19572828836591152
150,2015-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,873867.0,0.0990640110417047,-0.001002937637158263
151,2015-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,882592.0,0.13438249564446103,0.5510066596762179
152,2015-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,840796.0,0.1123350735170714,0.20641688615607737
153,2015-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,866067.0,0.10102755295774202,0.029686204169766934
154,2015-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,843153.0,0.1282089804836879,0.45451781944889835
155,2015-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,873748.0,0.10063121917067619,0.023491712626298532
156,2016-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,803769.0,0.08137336936717254,-0.27749849221176237
157,2016-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,751400.0,0.11158009520571888,0.1946169666998074
158,2016-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,858208.0,0.08540805094136417,-0.21443851169143727
159,2016-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,852277.0,0.0770147340417271,-0.34562170185386654
160,2016-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,921357.0,0.10212572551503385,0.04685007170116027
161,2016-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,902387.0,0.10033504524460746,0.018862667764867433
162,2016-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,926365.0,0.05834013528585302,-0.6374959953056989
163,2016-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,954928.0,0.07877291230274608,-0.31814228746827655
164,2016-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,892803.0,0.06001688965896079,-0.6112891940597466
165,2016-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,938989.0,0.08084149177436828,-0.2858114631425983
